Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A14006_001,SE_A10060_001,SE_A10060_002,SE_A10060_003
26001000000,14000US26001000000,"Census Tract 0, Alcona County, Michigan","Census Tract 0, Alcona County, Michigan",mi,140,0,ACSSF,9164,,,,,26,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
26001980100,14000US26001980100,"Census Tract 9801, Alcona County, Michigan","Census Tract 9801, Alcona County, Michigan",mi,140,0,ACSSF,9165,,,,,26,1,,,,980100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2648,2637,2570,12,5,0,0,0,50,11,10,0,0,0,0,1,0,35845,1065,935,130
26001980200,14000US26001980200,"Census Tract 9802, Alcona County, Michigan","Census Tract 9802, Alcona County, Michigan",mi,140,0,ACSSF,9166,,,,,26,1,,,,980200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620,1603,1589,0,0,14,0,0,0,17,6,0,0,0,0,0,11,40388,753,736,17
26001980400,14000US26001980400,"Census Tract 9804, Alcona County, Michigan","Census Tract 9804, Alcona County, Michigan",mi,140,0,ACSSF,9167,,,,,26,1,,,,980400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3022,2992,2966,0,12,8,6,0,0,30,27,0,0,0,0,3,0,34327,1179,1022,157
26001980500,14000US26001980500,"Census Tract 9805, Alcona County, Michigan","Census Tract 9805, Alcona County, Michigan",mi,140,0,ACSSF,9168,,,,,26,1,,,,980500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457,2430,2325,0,55,0,0,0,50,27,13,0,0,0,0,10,4,32987,1112,994,118
26001980600,14000US26001980600,"Census Tract 9806, Alcona County, Michigan","Census Tract 9806, Alcona County, Michigan",mi,140,0,ACSSF,9169,,,,,26,1,,,,980600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614,1596,1521,13,0,0,0,3,59,18,18,0,0,0,0,0,0,36193,665,607,58
26003000000,14000US26003000000,"Census Tract 0, Alger County, Michigan","Census Tract 0, Alger County, Michigan",mi,140,0,ACSSF,9170,,,,,26,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
26003980100,14000US26003980100,"Census Tract 9801, Alger County, Michigan","Census Tract 9801, Alger County, Michigan",mi,140,0,ACSSF,9171,,,,,26,3,,,,980100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4106,4053,3589,208,119,26,0,0,111,53,41,0,6,0,0,6,0,39940,1715,1279,436
26003980200,14000US26003980200,"Census Tract 9802, Alger County, Michigan","Census Tract 9802, Alger County, Michigan",mi,140,0,ACSSF,9172,,,,,26,3,,,,980200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2894,2888,2755,9,84,11,0,0,29,6,5,0,0,0,0,1,0,40372,1240,1061,179
26003980300,14000US26003980300,"Census Tract 9803, Alger County, Michigan","Census Tract 9803, Alger County, Michigan",mi,140,0,ACSSF,9173,,,,,26,3,,,,980300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2512,2458,1901,531,15,0,0,0,11,54,29,12,0,0,0,12,1,48854,817,744,73
26005000000,14000US26005000000,"Census Tract 0, Allegan County, Michigan","Census Tract 0, Allegan County, Michigan",mi,140,0,ACSSF,9174,,,,,26,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
26005030100,14000US26005030100,"Census Tract 301, Allegan County, Michigan","Census Tract 301, Allegan County, Michigan",mi,140,0,ACSSF,9175,,,,,26,5,,,,30100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6970,5517,5114,166,52,139,0,32,14,1453,293,0,0,0,0,1029,131,41433,2700,1995,705
26005030201,14000US26005030201,"Census Tract 302.01, Allegan County, Michigan","Census Tract 302.01, Allegan County, Michigan",mi,140,0,ACSSF,9176,,,,,26,5,,,,30201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5130,4845,4611,0,29,205,0,0,0,285,145,0,0,0,0,140,0,72188,1935,1673,262
26005030202,14000US26005030202,"Census Tract 302.02, Allegan County, Michigan","Census Tract 302.02, Allegan County, Michigan",mi,140,0,ACSSF,9177,,,,,26,5,,,,30202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3996,3760,3570,59,0,39,0,0,92,236,122,0,0,0,0,114,0,58400,1440,1272,168
26005030300,14000US26005030300,"Census Tract 303, Allegan County, Michigan","Census Tract 303, Allegan County, Michigan",mi,140,0,ACSSF,9178,,,,,26,5,,,,30300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6789,6737,6530,31,0,126,0,0,50,52,4,0,0,0,0,48,0,59045,2349,2310,39
26005030401,14000US26005030401,"Census Tract 304.01, Allegan County, Michigan","Census Tract 304.01, Allegan County, Michigan",mi,140,0,ACSSF,9179,,,,,26,5,,,,30401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7662,7402,7067,265,0,12,0,9,49,260,58,0,0,0,0,202,0,67188,2457,2386,71
26005030402,14000US26005030402,"Census Tract 304.02, Allegan County, Michigan","Census Tract 304.02, Allegan County, Michigan",mi,140,0,ACSSF,9180,,,,,26,5,,,,30402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4355,4355,4289,0,7,34,0,0,25,0,0,0,0,0,0,0,0,60199,1443,1352,91
26005030500,14000US26005030500,"Census Tract 305, Allegan County, Michigan","Census Tract 305, Allegan County, Michigan",mi,140,0,ACSSF,9181,,,,,26,5,,,,30500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7161,6752,6587,0,129,0,0,0,36,409,98,12,0,0,0,299,0,44447,2650,2006,644
26005030600,14000US26005030600,"Census Tract 306, Allegan County, Michigan","Census Tract 306, Allegan County, Michigan",mi,140,0,ACSSF,9182,,,,,26,5,,,,30600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5379,5177,4900,10,98,0,16,33,120,202,44,0,0,0,0,146,12,56456,1804,1598,206
26005030701,14000US26005030701,"Census Tract 307.01, Allegan County, Michigan","Census Tract 307.01, Allegan County, Michigan",mi,140,0,ACSSF,9183,,,,,26,5,,,,30701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6739,5462,5176,37,23,42,0,44,140,1277,675,0,0,0,0,511,91,47301,2464,2193,271
26005030702,14000US26005030702,"Census Tract 307.02, Allegan County, Michigan","Census Tract 307.02, Allegan County, Michigan",mi,140,0,ACSSF,9184,,,,,26,5,,,,30702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4976,4854,4721,34,41,0,0,0,58,122,71,0,0,0,0,51,0,55383,1747,1599,148
26005030800,14000US26005030800,"Census Tract 308, Allegan County, Michigan","Census Tract 308, Allegan County, Michigan",mi,140,0,ACSSF,9185,,,,,26,5,,,,30800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4946,4701,4647,0,0,30,0,0,24,245,83,0,0,0,0,66,96,49638,2298,1928,370
26005030900,14000US26005030900,"Census Tract 309, Allegan County, Michigan","Census Tract 309, Allegan County, Michigan",mi,140,0,ACSSF,9186,,,,,26,5,,,,30900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5923,5383,5251,0,0,22,0,0,110,540,193,0,0,0,0,263,84,51795,2361,2088,273
26005031000,14000US26005031000,"Census Tract 310, Allegan County, Michigan","Census Tract 310, Allegan County, Michigan",mi,140,0,ACSSF,9187,,,,,26,5,,,,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6623,5465,4798,431,72,0,0,0,164,1158,519,0,0,0,0,639,0,40192,2424,1835,589
26005031100,14000US26005031100,"Census Tract 311, Allegan County, Michigan","Census Tract 311, Allegan County, Michigan",mi,140,0,ACSSF,9188,,,,,26,5,,,,31100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7164,6965,6702,92,0,69,0,0,102,199,49,11,0,0,0,105,34,45022,2836,2391,445
26005031200,14000US26005031200,"Census Tract 312, Allegan County, Michigan","Census Tract 312, Allegan County, Michigan",mi,140,0,ACSSF,9189,,,,,26,5,,,,31200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4838,4489,4123,295,26,45,0,0,0,349,159,0,0,0,0,190,0,38730,1785,971,814
26005031300,14000US26005031300,"Census Tract 313, Allegan County, Michigan","Census Tract 313, Allegan County, Michigan",mi,140,0,ACSSF,9190,,,,,26,5,,,,31300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5148,4923,4830,37,15,16,0,0,25,225,116,0,0,0,0,57,52,49597,1772,1569,203
26005031800,14000US26005031800,"Census Tract 318, Allegan County, Michigan","Census Tract 318, Allegan County, Michigan",mi,140,0,ACSSF,9191,,,,,26,5,,,,31800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4514,4457,4311,0,0,14,0,31,101,57,0,0,0,0,0,57,0,48628,1773,1397,376
26005031900,14000US26005031900,"Census Tract 319, Allegan County, Michigan","Census Tract 319, Allegan County, Michigan",mi,140,0,ACSSF,9192,,,,,26,5,,,,31900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4190,4126,4040,0,11,24,0,0,51,64,26,0,0,0,0,38,0,41169,1807,1347,460
26005032000,14000US26005032000,"Census Tract 320, Allegan County, Michigan","Census Tract 320, Allegan County, Michigan",mi,140,0,ACSSF,9193,,,,,26,5,,,,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5085,4952,4919,23,0,0,0,0,10,133,52,0,0,0,0,81,0,48594,1880,1352,528
26005032100,14000US26005032100,"Census Tract 321, Allegan County, Michigan","Census Tract 321, Allegan County, Michigan",mi,140,0,ACSSF,9194,,,,,26,5,,,,32100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5229,5074,5058,0,0,16,0,0,0,155,10,0,0,0,0,145,0,63611,2018,1783,235
26007000000,14000US26007000000,"Census Tract 0, Alpena County, Michigan","Census Tract 0, Alpena County, Michigan",mi,140,0,ACSSF,9195,,,,,26,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
26007000100,14000US26007000100,"Census Tract 1, Alpena County, Michigan","Census Tract 1, Alpena County, Michigan",mi,140,0,ACSSF,9196,,,,,26,7,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4751,4716,4646,9,20,18,0,0,23,35,31,0,2,0,0,2,0,36791,1968,1760,208
26007000200,14000US26007000200,"Census Tract 2, Alpena County, Michigan","Census Tract 2, Alpena County, Michigan",mi,140,0,ACSSF,9197,,,,,26,7,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4269,4263,4138,36,0,17,0,0,72,6,6,0,0,0,0,0,0,43949,1820,1662,158
26007000300,14000US26007000300,"Census Tract 3, Alpena County, Michigan","Census Tract 3, Alpena County, Michigan",mi,140,0,ACSSF,9198,,,,,26,7,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3466,3383,3345,24,0,0,0,0,14,83,72,0,0,0,0,0,11,48708,1401,1245,156
26007000400,14000US26007000400,"Census Tract 4, Alpena County, Michigan","Census Tract 4, Alpena County, Michigan",mi,140,0,ACSSF,9199,,,,,26,7,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3021,3021,2954,19,0,18,0,0,30,0,0,0,0,0,0,0,0,22944,1309,814,495
26007000500,14000US26007000500,"Census Tract 5, Alpena County, Michigan","Census Tract 5, Alpena County, Michigan",mi,140,0,ACSSF,9200,,,,,26,7,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430,2430,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29583,945,700,245
26007000600,14000US26007000600,"Census Tract 6, Alpena County, Michigan","Census Tract 6, Alpena County, Michigan",mi,140,0,ACSSF,9201,,,,,26,7,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2937,2898,2784,46,0,49,0,0,19,39,30,0,9,0,0,0,0,32303,1339,950,389
26007000700,14000US26007000700,"Census Tract 7, Alpena County, Michigan","Census Tract 7, Alpena County, Michigan",mi,140,0,ACSSF,9202,,,,,26,7,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2463,2405,2387,0,0,0,0,0,18,58,46,0,0,0,0,7,5,33472,1337,1123,214
26007000800,14000US26007000800,"Census Tract 8, Alpena County, Michigan","Census Tract 8, Alpena County, Michigan",mi,140,0,ACSSF,9203,,,,,26,7,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3484,3475,3325,11,0,0,0,0,139,9,9,0,0,0,0,0,0,45036,1588,1327,261
26007000900,14000US26007000900,"Census Tract 9, Alpena County, Michigan","Census Tract 9, Alpena County, Michigan",mi,140,0,ACSSF,9204,,,,,26,7,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2897,2885,2767,7,36,38,0,0,37,12,12,0,0,0,0,0,0,37220,1353,1120,233
26009000000,14000US26009000000,"Census Tract 0, Antrim County, Michigan","Census Tract 0, Antrim County, Michigan",mi,140,0,ACSSF,9205,,,,,26,9,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
26009960100,14000US26009960100,"Census Tract 9601, Antrim County, Michigan","Census Tract 9601, Antrim County, Michigan",mi,140,0,ACSSF,9206,,,,,26,9,,,,960100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2964,2932,2819,0,12,4,0,0,97,32,19,0,0,0,0,13,0,48783,1147,991,156
26009960200,14000US26009960200,"Census Tract 9602, Antrim County, Michigan","Census Tract 9602, Antrim County, Michigan",mi,140,0,ACSSF,9207,,,,,26,9,,,,960200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2963,2932,2826,49,24,0,2,0,31,31,22,2,0,0,0,4,3,42917,1173,1031,142
26009960300,14000US26009960300,"Census Tract 9603, Antrim County, Michigan","Census Tract 9603, Antrim County, Michigan",mi,140,0,ACSSF,9208,,,,,26,9,,,,960300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3108,3070,2931,0,54,6,0,0,79,38,24,0,0,0,0,0,14,40161,1242,1017,225
26009960400,14000US26009960400,"Census Tract 9604, Antrim County, Michigan","Census Tract 9604, Antrim County, Michigan",mi,140,0,ACSSF,9209,,,,,26,9,,,,960400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3667,3629,3583,0,0,11,0,6,29,38,31,0,0,0,0,4,3,48417,1423,1243,180
26009960500,14000US26009960500,"Census Tract 9605, Antrim County, Michigan","Census Tract 9605, Antrim County, Michigan",mi,140,0,ACSSF,9210,,,,,26,9,,,,960500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3113,3053,2967,51,3,3,0,0,29,60,16,0,0,0,0,23,21,52857,1332,1188,144
26009960600,14000US26009960600,"Census Tract 9606, Antrim County, Michigan","Census Tract 9606, Antrim County, Michigan",mi,140,0,ACSSF,9211,,,,,26,9,,,,960600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3315,3241,3212,0,10,0,0,0,19,74,56,0,0,0,0,18,0,48750,1526,1236,290
26009960700,14000US26009960700,"Census Tract 9607, Antrim County, Michigan","Census Tract 9607, Antrim County, Michigan",mi,140,0,ACSSF,9212,,,,,26,9,,,,960700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4958,4848,4629,0,32,21,0,0,166,110,107,0,0,0,0,1,2,31625,1898,1447,451
26011000000,14000US26011000000,"Census Tract 0, Arenac County, Michigan","Census Tract 0, Arenac County, Michigan",mi,140,0,ACSSF,9213,,,,,26,11,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
26011970100,14000US26011970100,"Census Tract 9701, Arenac County, Michigan","Census Tract 9701, Arenac County, Michigan",mi,140,0,ACSSF,9214,,,,,26,11,,,,970100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2405,2392,2327,0,21,0,0,0,44,13,7,0,0,0,0,2,4,35472,1073,937,136
26011970200,14000US26011970200,"Census Tract 9702, Arenac County, Michigan","Census Tract 9702, Arenac County, Michigan",mi,140,0,ACSSF,9215,,,,,26,11,,,,970200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3377,3339,3305,0,29,2,0,0,3,38,18,0,0,0,0,2,18,40789,1280,1142,138
26011970300,14000US26011970300,"Census Tract 9703, Arenac County, Michigan","Census Tract 9703, Arenac County, Michigan",mi,140,0,ACSSF,9216,,,,,26,11,,,,970300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2757,2674,2561,13,15,25,0,0,60,83,10,0,0,0,0,71,2,37201,1219,1084,135
26011970400,14000US26011970400,"Census Tract 9704, Arenac County, Michigan","Census Tract 9704, Arenac County, Michigan",mi,140,0,ACSSF,9217,,,,,26,11,,,,970400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3135,3118,2990,67,26,0,0,0,35,17,13,0,0,0,0,4,0,35595,1476,1160,316
26011970500,14000US26011970500,"Census Tract 9705, Arenac County, Michigan","Census Tract 9705, Arenac County, Michigan",mi,140,0,ACSSF,9218,,,,,26,11,,,,970500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4887,4753,4261,300,81,23,0,0,88,134,38,11,14,0,0,37,34,32445,1882,1292,590
26013000100,14000US26013000100,"Census Tract 1, Baraga County, Michigan","Census Tract 1, Baraga County, Michigan",mi,140,0,ACSSF,9219,,,,,26,13,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4181,4087,3474,0,532,6,0,0,75,94,29,0,6,0,0,18,41,42943,1720,1293,427
26013000200,14000US26013000200,"Census Tract 2, Baraga County, Michigan","Census Tract 2, Baraga County, Michigan",mi,140,0,ACSSF,9220,,,,,26,13,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4469,4446,3021,632,602,27,4,0,160,23,2,0,6,0,0,4,11,38323,1361,1011,350
26013990100,14000US26013990100,"Census Tract 9901, Baraga County, Michigan","Census Tract 9901, Baraga County, Michigan",mi,140,0,ACSSF,9221,,,,,26,13,,,,990100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
26015010100,14000US26015010100,"Census Tract 101, Barry County, Michigan","Census Tract 101, Barry County, Michigan",mi,140,0,ACSSF,9222,,,,,26,15,,,,10100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5922,5848,5734,29,31,19,0,0,35,74,30,0,0,0,0,44,0,46250,2238,1793,445
26015010200,14000US26015010200,"Census Tract 102, Barry County, Michigan","Census Tract 102, Barry County, Michigan",mi,140,0,ACSSF,9223,,,,,26,15,,,,10200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5613,5425,5291,36,0,13,0,0,85,188,147,0,0,0,0,27,14,60295,1915,1782,133
26015010300,14000US26015010300,"Census Tract 103, Barry County, Michigan","Census Tract 103, Barry County, Michigan",mi,140,0,ACSSF,9224,,,,,26,15,,,,10300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6770,6587,6355,18,0,47,0,0,167,183,72,0,0,0,0,111,0,63878,2342,1988,354
26015010400,14000US26015010400,"Census Tract 104, Barry County, Michigan","Census Tract 104, Barry County, Michigan",mi,140,0,ACSSF,9225,,,,,26,15,,,,10400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7715,7579,7514,0,0,43,0,22,0,136,136,0,0,0,0,0,0,57703,3234,2845,389
26015010500,14000US26015010500,"Census Tract 105, Barry County, Michigan","Census Tract 105, Barry County, Michigan",mi,140,0,ACSSF,9226,,,,,26,15,,,,10500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3481,3446,3338,0,0,29,0,0,79,35,20,0,0,0,0,15,0,62847,1396,1237,159
26015010600,14000US26015010600,"Census Tract 106, Barry County, Michigan","Census Tract 106, Barry County, Michigan",mi,140,0,ACSSF,9227,,,,,26,15,,,,10600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7005,6806,6740,0,0,0,0,0,66,199,162,20,0,0,0,17,0,52232,2681,2355,326
26015010700,14000US26015010700,"Census Tract 107, Barry County, Michigan","Census Tract 107, Barry County, Michigan",mi,140,0,ACSSF,9228,,,,,26,15,,,,10700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4889,4812,4687,0,26,20,0,0,79,77,73,0,0,0,0,4,0,60273,1910,1780,130
26015010800,14000US26015010800,"Census Tract 108, Barry County, Michigan","Census Tract 108, Barry County, Michigan",mi,140,0,ACSSF,9229,,,,,26,15,,,,10800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3428,3414,3340,10,16,9,0,0,39,14,12,0,0,0,0,2,0,58143,1279,1180,99
26015011300,14000US26015011300,"Census Tract 113, Barry County, Michigan","Census Tract 113, Barry County, Michigan",mi,140,0,ACSSF,9230,,,,,26,15,,,,11300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7581,7522,7321,31,30,44,0,0,96,59,17,11,4,0,0,27,0,43610,2969,2071,898
26015011400,14000US26015011400,"Census Tract 114, Barry County, Michigan","Census Tract 114, Barry County, Michigan",mi,140,0,ACSSF,9231,,,,,26,15,,,,11400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6411,6279,5978,105,82,0,0,7,107,132,109,0,5,18,0,0,0,49851,2472,2092,380
26017000000,14000US26017000000,"Census Tract 0, Bay County, Michigan","Census Tract 0, Bay County, Michigan",mi,140,0,ACSSF,9232,,,,,26,17,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
26017280100,14000US26017280100,"Census Tract 2801, Bay County, Michigan","Census Tract 2801, Bay County, Michigan",mi,140,0,ACSSF,9233,,,,,26,17,,,,280100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,258,250,8,0,0,0,0,0,45,45,0,0,0,0,0,0,30938,154,124,30
26017280200,14000US26017280200,"Census Tract 2802, Bay County, Michigan","Census Tract 2802, Bay County, Michigan",mi,140,0,ACSSF,9234,,,,,26,17,,,,280200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776,738,638,40,0,0,0,0,60,38,0,0,0,0,0,23,15,12070,488,105,383
26017280300,14000US26017280300,"Census Tract 2803, Bay County, Michigan","Census Tract 2803, Bay County, Michigan",mi,140,0,ACSSF,9235,,,,,26,17,,,,280300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328,1032,798,124,0,62,0,0,48,296,78,0,0,0,0,46,172,19337,517,275,242
26017280400,14000US26017280400,"Census Tract 2804, Bay County, Michigan","Census Tract 2804, Bay County, Michigan",mi,140,0,ACSSF,9236,,,,,26,17,,,,280400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2705,2585,2303,48,39,0,0,0,195,120,80,0,0,0,0,8,32,26328,1259,640,619
26017280500,14000US26017280500,"Census Tract 2805, Bay County, Michigan","Census Tract 2805, Bay County, Michigan",mi,140,0,ACSSF,9237,,,,,26,17,,,,280500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3473,3349,3253,35,0,0,0,0,61,124,88,0,0,0,0,18,18,57910,1354,1216,138
26017280600,14000US26017280600,"Census Tract 2806, Bay County, Michigan","Census Tract 2806, Bay County, Michigan",mi,140,0,ACSSF,9238,,,,,26,17,,,,280600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3009,2680,2490,177,0,0,0,0,13,329,52,0,0,0,0,193,84,44276,1229,1008,221
26017280700,14000US26017280700,"Census Tract 2807, Bay County, Michigan","Census Tract 2807, Bay County, Michigan",mi,140,0,ACSSF,9239,,,,,26,17,,,,280700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3345,2843,2441,286,44,0,0,0,72,502,301,0,36,0,0,73,92,24861,1435,744,691
26017280800,14000US26017280800,"Census Tract 2808, Bay County, Michigan","Census Tract 2808, Bay County, Michigan",mi,140,0,ACSSF,9240,,,,,26,17,,,,280800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3721,3430,3202,44,0,14,0,0,170,291,187,0,0,0,25,25,54,40707,1510,1357,153
26017280900,14000US26017280900,"Census Tract 2809, Bay County, Michigan","Census Tract 2809, Bay County, Michigan",mi,140,0,ACSSF,9241,,,,,26,17,,,,280900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2856,2649,2618,10,21,0,0,0,0,207,84,0,11,0,0,112,0,34096,1111,959,152
26017281000,14000US26017281000,"Census Tract 2810, Bay County, Michigan","Census Tract 2810, Bay County, Michigan",mi,140,0,ACSSF,9242,,,,,26,17,,,,281000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3974,3863,3842,5,11,0,0,0,5,111,87,24,0,0,0,0,0,37212,1665,1363,302
26017281100,14000US26017281100,"Census Tract 2811, Bay County, Michigan","Census Tract 2811, Bay County, Michigan",mi,140,0,ACSSF,9243,,,,,26,17,,,,281100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207,1112,976,129,0,0,0,0,7,95,80,0,0,0,0,15,0,23913,562,256,306
26017281200,14000US26017281200,"Census Tract 2812, Bay County, Michigan","Census Tract 2812, Bay County, Michigan",mi,140,0,ACSSF,9244,,,,,26,17,,,,281200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4095,3842,3753,35,0,0,0,0,54,253,80,38,0,0,0,106,29,41012,1700,1303,397
