Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A14006_001,SE_A10060_001,SE_A10060_002,SE_A10060_003
26047970200,14000US26047970200,Census Tract 9702,"Census Tract 9702, Emmet County, Michigan",mi,140,0,ACSSF,4114,,,,,26,47,,,,970200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5712,5599,5018,19,378,19,0,0,165,113,44,0,0,12,0,2,55,49303,2204,1800,404
26047970300,14000US26047970300,Census Tract 9703,"Census Tract 9703, Emmet County, Michigan",mi,140,0,ACSSF,4115,,,,,26,47,,,,970300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4260,4223,4004,3,93,29,1,5,88,37,30,0,0,0,0,1,6,67689,2006,1755,251
26047970400,14000US26047970400,Census Tract 9704,"Census Tract 9704, Emmet County, Michigan",mi,140,0,ACSSF,4116,,,,,26,47,,,,970400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2780,2756,2583,26,55,23,4,11,54,24,20,0,0,0,0,4,0,63438,1289,1062,227
26047970500,14000US26047970500,Census Tract 9705,"Census Tract 9705, Emmet County, Michigan",mi,140,0,ACSSF,4117,,,,,26,47,,,,970500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4729,4655,4350,24,96,6,4,0,175,74,43,3,0,6,0,11,11,52113,1918,1423,495
26047970600,14000US26047970600,Census Tract 9706,"Census Tract 9706, Emmet County, Michigan",mi,140,0,ACSSF,4118,,,,,26,47,,,,970600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5739,5730,5423,4,99,84,0,25,95,9,9,0,0,0,0,0,0,77685,2148,1868,280
26047970700,14000US26047970700,Census Tract 9707,"Census Tract 9707, Emmet County, Michigan",mi,140,0,ACSSF,4119,,,,,26,47,,,,970700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3624,3556,3384,57,46,15,0,4,50,68,63,0,0,0,0,5,0,58367,1751,948,803
26047970800,14000US26047970800,Census Tract 9708,"Census Tract 9708, Emmet County, Michigan",mi,140,0,ACSSF,4120,,,,,26,47,,,,970800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4181,3982,3611,27,98,0,19,0,227,199,174,0,0,0,0,0,25,41474,2187,891,1296
26047990000,14000US26047990000,Census Tract 9900,"Census Tract 9900, Emmet County, Michigan",mi,140,0,ACSSF,4121,,,,,26,47,,,,990000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
26049000100,14000US26049000100,Census Tract 1,"Census Tract 1, Genesee County, Michigan",mi,140,0,ACSSF,4122,,,,,26,49,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2427,2427,94,2322,0,0,0,0,11,0,0,0,0,0,0,0,0,34722,1036,610,426
26049000200,14000US26049000200,Census Tract 2,"Census Tract 2, Genesee County, Michigan",mi,140,0,ACSSF,4123,,,,,26,49,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315,1301,7,1212,0,0,0,0,82,14,9,0,0,0,5,0,0,29732,600,395,205
